Po..Continuous.,k,Experiment,Replicate,Control,Flow Rate,Biofilm,Po..catagorical.,Stem.Density,Control,R.square.,ParticleType,Bin.Number,Particle.size
0.16855,0.0007316,13,2,1,1.8,0,High,7209,1,0.73395,3,28,119
0.10361,0.00079966,13,2,1,1.8,0,High,7209,1,0.70247,3,29,140
0.058893,0.00089263,13,2,1,1.8,0,High,7209,1,0.69599,3,30,165
0.038883,0.0010082,13,2,1,1.8,0,High,7209,1,0.71277,3,31,195
0.041199,0.0010334,13,2,1,1.8,0,High,7209,1,0.71137,3,32,230
0.61464,0.00010382,14,1,1,4.5,0,High,7209,1,0.73264,3,1,1.36
0.59284,8.81E-05,14,1,1,4.5,0,High,7209,1,0.82833,3,2,1.6
0.58923,6.79E-05,14,1,1,4.5,0,High,7209,1,0.84536,3,3,1.89
0.65253,4.34E-05,14,1,1,4.5,0,High,7209,1,0.65141,3,4,2.23
0.73194,2.14E-05,14,1,1,4.5,0,High,7209,1,0.27596,3,5,2.63
0.82408,8.22E-08,14,1,1,4.5,0,High,7209,1,1.26E-05,3,6,3.11
0.78452,-2.53E-05,14,1,1,4.5,0,High,7209,1,0.49196,3,7,3.67
0.62182,-6.38E-05,14,1,1,4.5,0,High,7209,1,0.74264,3,8,4.35
0.55863,-8.47E-05,14,1,1,4.5,0,High,7209,1,0.78394,3,9,5.11
0.71932,-6.53E-05,14,1,1,4.5,0,High,7209,1,0.76961,3,10,6.03
1.3146,-3.42E-06,14,1,1,4.5,0,High,7209,1,0.041995,3,11,7.11
2.415,8.07E-05,14,1,1,4.5,0,High,7209,1,0.92939,3,12,8.39
3.3211,0.00016929,14,1,1,4.5,0,High,7209,1,0.96077,3,13,9.9
3.2252,0.00026639,14,1,1,4.5,0,High,7209,1,0.97176,3,14,11.7
2.4617,0.00036436,14,1,1,4.5,0,High,7209,1,0.97528,3,15,13.8
1.5872,0.00041872,14,1,1,4.5,0,High,7209,1,0.97925,3,16,16.3
1.1642,0.00041501,14,1,1,4.5,0,High,7209,1,0.98135,3,17,19.2
0.96885,0.00041284,14,1,1,4.5,0,High,7209,1,0.97747,3,18,22.7
0.75443,0.00044637,14,1,1,4.5,0,High,7209,1,0.97137,3,19,26.7
0.72419,0.00051681,14,1,1,4.5,0,High,7209,1,0.96734,3,20,31.6
0.66501,0.00055772,14,1,1,4.5,0,High,7209,1,0.9621,3,21,37.2
0.55469,0.00056547,14,1,1,4.5,0,High,7209,1,0.95334,3,22,43.9
0.48336,0.00060528,14,1,1,4.5,0,High,7209,1,0.94554,3,23,51.9
0.43569,0.00062482,14,1,1,4.5,0,High,7209,1,0.93104,3,24,61.2
0.40155,0.00064118,14,1,1,4.5,0,High,7209,1,0.90687,3,25,72.2
0.35444,0.00066271,14,1,1,4.5,0,High,7209,1,0.8687,3,26,85.2
0.27437,0.00068047,14,1,1,4.5,0,High,7209,1,0.80741,3,27,101
0.19669,0.00071796,14,1,1,4.5,0,High,7209,1,0.74903,3,28,119
0.12407,0.00079106,14,1,1,4.5,0,High,7209,1,0.75657,3,29,140
0.072571,0.00088102,14,1,1,4.5,0,High,7209,1,0.75408,3,30,165
0.049442,0.00099305,14,1,1,4.5,0,High,7209,1,0.76399,3,31,195
0.055424,0.001073,14,1,1,4.5,0,High,7209,1,0.779,3,32,230
0.5739,9.87E-05,14,2,1,4.5,0,High,7209,1,0.7016,3,1,1.36
0.55808,8.33E-05,14,2,1,4.5,0,High,7209,1,0.79835,3,2,1.6
0.56139,6.42E-05,14,2,1,4.5,0,High,7209,1,0.81765,3,3,1.89
0.63432,4.26E-05,14,2,1,4.5,0,High,7209,1,0.63788,3,4,2.23
0.72619,2.37E-05,14,2,1,4.5,0,High,7209,1,0.32788,3,5,2.63
0.83839,6.04E-06,14,2,1,4.5,0,High,7209,1,0.083771,3,6,3.11
0.82096,-1.67E-05,14,2,1,4.5,0,High,7209,1,0.37408,3,7,3.67
0.67574,-5.21E-05,14,2,1,4.5,0,High,7209,1,0.67189,3,8,4.35
0.62273,-6.70E-05,14,2,1,4.5,0,High,7209,1,0.69095,3,9,5.11
0.79376,-4.04E-05,14,2,1,4.5,0,High,7209,1,0.54393,3,10,6.03
1.3742,2.77E-05,14,2,1,4.5,0,High,7209,1,0.52275,3,11,7.11
2.323,0.00011027,14,2,1,4.5,0,High,7209,1,0.89956,3,12,8.39
2.906,0.00018382,14,2,1,4.5,0,High,7209,1,0.94595,3,13,9.9
2.5583,0.00025525,14,2,1,4.5,0,High,7209,1,0.96396,3,14,11.7
1.8049,0.0003295,14,2,1,4.5,0,High,7209,1,0.96287,3,15,13.8
1.1536,0.00037524,14,2,1,4.5,0,High,7209,1,0.96343,3,16,16.3
0.90284,0.00038308,14,2,1,4.5,0,High,7209,1,0.96984,3,17,19.2
0.80627,0.00039938,14,2,1,4.5,0,High,7209,1,0.97396,3,18,22.7
0.63646,0.00043414,14,2,1,4.5,0,High,7209,1,0.97099,3,19,26.7
0.59253,0.00049486,14,2,1,4.5,0,High,7209,1,0.96578,3,20,31.6
0.54079,0.00053455,14,2,1,4.5,0,High,7209,1,0.96108,3,21,37.2
0.46185,0.00055045,14,2,1,4.5,0,High,7209,1,0.95323,3,22,43.9
0.39178,0.00058666,14,2,1,4.5,0,High,7209,1,0.93965,3,23,51.9
0.35051,0.00061112,14,2,1,4.5,0,High,7209,1,0.91702,3,24,61.2
0.31831,0.00063295,14,2,1,4.5,0,High,7209,1,0.88186,3,25,72.2
0.27025,0.00065214,14,2,1,4.5,0,High,7209,1,0.84123,3,26,85.2
0.2016,0.00068087,14,2,1,4.5,0,High,7209,1,0.80357,3,27,101
0.13857,0.00073183,14,2,1,4.5,0,High,7209,1,0.77182,3,28,119
0.083656,0.00079765,14,2,1,4.5,0,High,7209,1,0.7367,3,29,140
0.046906,0.00089033,14,2,1,4.5,0,High,7209,1,0.73537,3,30,165
0.029819,0.00099804,14,2,1,4.5,0,High,7209,1,0.75248,3,31,195
0.031193,0.0010676,14,2,1,4.5,0,High,7209,1,0.77127,3,32,230
0.5708,8.80E-05,15,1,1,6.1,0,High,7209,1,0.76682,3,1,1.36
0.55855,7.49E-05,15,1,1,6.1,0,High,7209,1,0.84618,3,2,1.6
0.56503,5.85E-05,15,1,1,6.1,0,High,7209,1,0.85529,3,3,1.89
0.63979,4.02E-05,15,1,1,6.1,0,High,7209,1,0.72058,3,4,2.23
0.7333,2.42E-05,15,1,1,6.1,0,High,7209,1,0.47065,3,5,2.63
0.84772,9.16E-06,15,1,1,6.1,0,High,7209,1,0.29281,3,6,3.11
0.83541,-1.10E-05,15,1,1,6.1,0,High,7209,1,0.31822,3,7,3.67
0.6949,-4.37E-05,15,1,1,6.1,0,High,7209,1,0.71549,3,8,4.35
0.64299,-5.91E-05,15,1,1,6.1,0,High,7209,1,0.74661,3,9,5.11
0.81901,-3.72E-05,15,1,1,6.1,0,High,7209,1,0.60485,3,10,6.03
1.4068,2.36E-05,15,1,1,6.1,0,High,7209,1,0.46005,3,11,7.11
2.3511,9.95E-05,15,1,1,6.1,0,High,7209,1,0.89377,3,12,8.39
2.9334,0.00016906,15,1,1,6.1,0,High,7209,1,0.95002,3,13,9.9
2.6158,0.00023636,15,1,1,6.1,0,High,7209,1,0.97287,3,14,11.7
1.8724,0.00030263,15,1,1,6.1,0,High,7209,1,0.9764,3,15,13.8
1.2058,0.00033838,15,1,1,6.1,0,High,7209,1,0.97761,3,16,16.3
0.96304,0.00033768,15,1,1,6.1,0,High,7209,1,0.98132,3,17,19.2
0.87964,0.00034344,15,1,1,6.1,0,High,7209,1,0.98317,3,18,22.7
0.70968,0.00036379,15,1,1,6.1,0,High,7209,1,0.98025,3,19,26.7
0.6717,0.00039876,15,1,1,6.1,0,High,7209,1,0.97426,3,20,31.6
0.61869,0.00041334,15,1,1,6.1,0,High,7209,1,0.96798,3,21,37.2
0.5453,0.00040631,15,1,1,6.1,0,High,7209,1,0.95546,3,22,43.9
0.47159,0.00041266,15,1,1,6.1,0,High,7209,1,0.93482,3,23,51.9
0.43101,0.00041144,15,1,1,6.1,0,High,7209,1,0.89906,3,24,61.2
0.4,0.00041206,15,1,1,6.1,0,High,7209,1,0.84354,3,25,72.2
0.3531,0.00042282,15,1,1,6.1,0,High,7209,1,0.77434,3,26,85.2
0.28001,0.000446,15,1,1,6.1,0,High,7209,1,0.67434,3,27,101
0.1993,0.00045958,15,1,1,6.1,0,High,7209,1,0.54499,3,28,119
0.12667,0.00052546,15,1,1,6.1,0,High,7209,1,0.5669,3,29,140
0.07165,0.0005614,15,1,1,6.1,0,High,7209,1,0.50996,3,30,165
0.047658,0.00064023,15,1,1,6.1,0,High,7209,1,0.52846,3,31,195
0.050565,0.00071172,15,1,1,6.1,0,High,7209,1,0.56887,3,32,230
0.53978,9.29E-05,15,2,1,6.1,0,High,7209,1,0.77479,3,1,1.36
0.53117,8.02E-05,15,2,1,6.1,0,High,7209,1,0.8615,3,2,1.6
0.5408,6.38E-05,15,2,1,6.1,0,High,7209,1,0.8829,3,3,1.89
0.61645,4.33E-05,15,2,1,6.1,0,High,7209,1,0.75124,3,4,2.23
0.71129,2.41E-05,15,2,1,6.1,0,High,7209,1,0.46206,3,5,2.63
0.83012,3.74E-06,15,2,1,6.1,0,High,7209,1,0.065497,3,6,3.11
0.8337,-2.06E-05,15,2,1,6.1,0,High,7209,1,0.62733,3,7,3.67
0.71786,-5.30E-05,15,2,1,6.1,0,High,7209,1,0.80402,3,8,4.35
0.6841,-5.88E-05,15,2,1,6.1,0,High,7209,1,0.7747,3,9,5.11
0.87259,-1.85E-05,15,2,1,6.1,0,High,7209,1,0.31317,3,10,6.03
1.4447,6.48E-05,15,2,1,6.1,0,High,7209,1,0.84491,3,11,7.11
2.2699,0.00015211,15,2,1,6.1,0,High,7209,1,0.938,3,12,8.39
2.6466,0.00021075,15,2,1,6.1,0,High,7209,1,0.96258,3,13,9.9
2.1942,0.00024519,15,2,1,6.1,0,High,7209,1,0.97601,3,14,11.7
1.4672,0.00027187,15,2,1,6.1,0,High,7209,1,0.96891,3,15,13.8
0.92596,0.00028353,15,2,1,6.1,0,High,7209,1,0.95646,3,16,16.3
0.76924,0.00029,15,2,1,6.1,0,High,7209,1,0.96031,3,17,19.2
0.73548,0.00031697,15,2,1,6.1,0,High,7209,1,0.96846,3,18,22.7
0.59818,0.00033977,15,2,1,6.1,0,High,7209,1,0.9636,3,19,26.7
0.55511,0.00036508,15,2,1,6.1,0,High,7209,1,0.95146,3,20,31.6
0.51176,0.00038248,15,2,1,6.1,0,High,7209,1,0.94277,3,21,37.2
0.46032,0.00038548,15,2,1,6.1,0,High,7209,1,0.92672,3,22,43.9
0.39359,0.00038851,15,2,1,6.1,0,High,7209,1,0.89387,3,23,51.9
0.36073,0.00039285,15,2,1,6.1,0,High,7209,1,0.84515,3,24,61.2
0.33357,0.00039727,15,2,1,6.1,0,High,7209,1,0.771,3,25,72.2
0.29286,0.00041543,15,2,1,6.1,0,High,7209,1,0.68252,3,26,85.2
0.22582,0.00044148,15,2,1,6.1,0,High,7209,1,0.59243,3,27,101
0.155,0.00047259,15,2,1,6.1,0,High,7209,1,0.53542,3,28,119
0.095238,0.00052441,15,2,1,6.1,0,High,7209,1,0.48113,3,29,140
0.055051,0.00062552,15,2,1,6.1,0,High,7209,1,0.49506,3,30,165
0.034991,0.00071828,15,2,1,6.1,0,High,7209,1,0.50644,3,31,195
0.035324,0.00080394,15,2,1,6.1,0,High,7209,1,0.55039,3,32,230
0.58798,0.00010564,16,1,1,1.8,1,High,7209,1,0.68757,3,1,1.36
0.563,8.71E-05,16,1,1,1.8,1,High,7209,1,0.77496,3,2,1.6
0.55553,6.40E-05,16,1,1,1.8,1,High,7209,1,0.75895,3,3,1.89
0.61396,3.78E-05,16,1,1,1.8,1,High,7209,1,0.49956,3,4,2.23
0.68983,1.55E-05,16,1,1,1.8,1,High,7209,1,0.13016,3,5,2.63
0.78416,-3.40E-06,16,1,1,1.8,1,High,7209,1,0.015932,3,6,3.11
0.75536,-2.56E-05,16,1,1,1.8,1,High,7209,1,0.40317,3,7,3.67
0.60549,-6.12E-05,16,1,1,1.8,1,High,7209,1,0.63438,3,8,4.35
0.54699,-7.99E-05,16,1,1,1.8,1,High,7209,1,0.67492,3,9,5.11
0.69796,-6.10E-05,16,1,1,1.8,1,High,7209,1,0.65235,3,10,6.03
1.2519,-1.72E-06,16,1,1,1.8,1,High,7209,1,0.006694,3,11,7.11
2.2789,8.21E-05,16,1,1,1.8,1,High,7209,1,0.91125,3,12,8.39
3.1712,0.00017532,16,1,1,1.8,1,High,7209,1,0.95408,3,13,9.9
3.1698,0.00028326,16,1,1,1.8,1,High,7209,1,0.96545,3,14,11.7
2.512,0.00039549,16,1,1,1.8,1,High,7209,1,0.96785,3,15,13.8
1.6935,0.00046135,16,1,1,1.8,1,High,7209,1,0.97332,3,16,16.3
1.2857,0.00046212,16,1,1,1.8,1,High,7209,1,0.97735,3,17,19.2
1.1026,0.00046161,16,1,1,1.8,1,High,7209,1,0.97658,3,18,22.7
0.87912,0.000497,16,1,1,1.8,1,High,7209,1,0.97263,3,19,26.7
0.87317,0.00057308,16,1,1,1.8,1,High,7209,1,0.96979,3,20,31.6
0.83209,0.00061686,16,1,1,1.8,1,High,7209,1,0.96648,3,21,37.2
0.71805,0.0006209,16,1,1,1.8,1,High,7209,1,0.95883,3,22,43.9
0.65242,0.00065866,16,1,1,1.8,1,High,7209,1,0.94834,3,23,51.9
0.61891,0.00067719,16,1,1,1.8,1,High,7209,1,0.92917,3,24,61.2
0.59001,0.00068955,16,1,1,1.8,1,High,7209,1,0.89973,3,25,72.2
0.52763,0.00069535,16,1,1,1.8,1,High,7209,1,0.85558,3,26,85.2
0.40833,0.00070612,16,1,1,1.8,1,High,7209,1,0.79793,3,27,101
0.2949,0.00073266,16,1,1,1.8,1,High,7209,1,0.71527,3,28,119
0.18772,0.00079916,16,1,1,1.8,1,High,7209,1,0.68154,3,29,140
0.11073,0.00087115,16,1,1,1.8,1,High,7209,1,0.62698,3,30,165
0.07662,0.00097809,16,1,1,1.8,1,High,7209,1,0.61908,3,31,195
0.083562,0.0010792,16,1,1,1.8,1,High,7209,1,0.63397,3,32,230
0.60528,0.00010792,16,2,1,1.8,1,High,7209,1,0.67663,3,1,1.36
0.57847,8.98E-05,16,2,1,1.8,1,High,7209,1,0.76771,3,2,1.6
0.56885,6.65E-05,16,2,1,1.8,1,High,7209,1,0.77052,3,3,1.89
0.62422,3.82E-05,16,2,1,1.8,1,High,7209,1,0.5198,3,4,2.23
0.6964,1.35E-05,16,2,1,1.8,1,High,7209,1,0.10172,3,5,2.63
0.78536,-9.44E-06,16,2,1,1.8,1,High,7209,1,0.089139,3,6,3.11
0.7545,-3.36E-05,16,2,1,1.8,1,High,7209,1,0.47573,3,7,3.67
0.60932,-6.66E-05,16,2,1,1.8,1,High,7209,1,0.65935,3,8,4.35
0.56195,-7.73E-05,16,2,1,1.8,1,High,7209,1,0.68024,3,9,5.11
0.73212,-4.86E-05,16,2,1,1.8,1,High,7209,1,0.59591,3,10,6.03
1.3114,1.73E-05,16,2,1,1.8,1,High,7209,1,0.3448,3,11,7.11
2.2975,9.93E-05,16,2,1,1.8,1,High,7209,1,0.89186,3,12,8.39
2.9643,0.00018297,16,2,1,1.8,1,High,7209,1,0.94625,3,13,9.9
2.6806,0.00027477,16,2,1,1.8,1,High,7209,1,0.96219,3,14,11.7
1.9341,0.0003703,16,2,1,1.8,1,High,7209,1,0.96295,3,15,13.8
1.2391,0.00042966,16,2,1,1.8,1,High,7209,1,0.96657,3,16,16.3
0.94239,0.00043938,16,2,1,1.8,1,High,7209,1,0.97271,3,17,19.2
0.81537,0.00045486,16,2,1,1.8,1,High,7209,1,0.97538,3,18,22.7
0.63987,0.00050039,16,2,1,1.8,1,High,7209,1,0.97222,3,19,26.7
0.60423,0.00058142,16,2,1,1.8,1,High,7209,1,0.96791,3,20,31.6
0.55891,0.00063419,16,2,1,1.8,1,High,7209,1,0.96339,3,21,37.2
0.47773,0.00065847,16,2,1,1.8,1,High,7209,1,0.95539,3,22,43.9
0.41525,0.00070572,16,2,1,1.8,1,High,7209,1,0.94349,3,23,51.9
0.37592,0.00072736,16,2,1,1.8,1,High,7209,1,0.92091,3,24,61.2
0.33977,0.00073096,16,2,1,1.8,1,High,7209,1,0.8859,3,25,72.2
0.29472,0.00074804,16,2,1,1.8,1,High,7209,1,0.83424,3,26,85.2
0.22253,0.00076985,16,2,1,1.8,1,High,7209,1,0.76576,3,27,101
0.15333,0.00083265,16,2,1,1.8,1,High,7209,1,0.75773,3,28,119
0.08997,0.00087672,16,2,1,1.8,1,High,7209,1,0.70272,3,29,140
0.050571,0.00098021,16,2,1,1.8,1,High,7209,1,0.71386,3,30,165
0.032689,0.0010866,16,2,1,1.8,1,High,7209,1,0.70474,3,31,195
0.033433,0.0011674,16,2,1,1.8,1,High,7209,1,0.74223,3,32,230
0.6134,0.00010918,17,1,1,4.5,1,High,7209,1,0.76199,3,1,1.36
0.59013,9.07E-05,17,1,1,4.5,1,High,7209,1,0.84042,3,2,1.6
0.58382,6.71E-05,17,1,1,4.5,1,High,7209,1,0.85369,3,3,1.89
0.64169,3.90E-05,17,1,1,4.5,1,High,7209,1,0.64924,3,4,2.23
0.71589,1.44E-05,17,1,1,4.5,1,High,7209,1,0.16909,3,5,2.63
0.80605,-8.28E-06,17,1,1,4.5,1,High,7209,1,0.10503,3,6,3.11
0.77618,-3.31E-05,17,1,1,4.5,1,High,7209,1,0.59922,3,7,3.67
0.6301,-6.80E-05,17,1,1,4.5,1,High,7209,1,0.78889,3,8,4.35
0.58169,-7.98E-05,17,1,1,4.5,1,High,7209,1,0.80412,3,9,5.11
0.75978,-4.96E-05,17,1,1,4.5,1,High,7209,1,0.70426,3,10,6.03
1.3628,2.26E-05,17,1,1,4.5,1,High,7209,1,0.42918,3,11,7.11
2.3764,0.00011524,17,1,1,4.5,1,High,7209,1,0.92788,3,12,8.39
3.0237,0.0002087,17,1,1,4.5,1,High,7209,1,0.97027,3,13,9.9
2.6757,0.00030364,17,1,1,4.5,1,High,7209,1,0.97408,3,14,11.7
1.8963,0.00039976,17,1,1,4.5,1,High,7209,1,0.96782,3,15,13.8
1.1923,0.00045548,17,1,1,4.5,1,High,7209,1,0.96456,3,16,16.3
0.89916,0.00045303,17,1,1,4.5,1,High,7209,1,0.96739,3,17,19.2
0.778,0.00046113,17,1,1,4.5,1,High,7209,1,0.97115,3,18,22.7
0.61209,0.00050079,17,1,1,4.5,1,High,7209,1,0.96896,3,19,26.7
0.57536,0.00057314,17,1,1,4.5,1,High,7209,1,0.96431,3,20,31.6
0.5294,0.00061585,17,1,1,4.5,1,High,7209,1,0.95979,3,21,37.2
0.4571,0.0006281,17,1,1,4.5,1,High,7209,1,0.95126,3,22,43.9
0.39665,0.00066431,17,1,1,4.5,1,High,7209,1,0.93818,3,23,51.9
0.35856,0.00068053,17,1,1,4.5,1,High,7209,1,0.91448,3,24,61.2
0.3301,0.00069456,17,1,1,4.5,1,High,7209,1,0.87371,3,25,72.2
0.28144,0.00069801,17,1,1,4.5,1,High,7209,1,0.79384,3,26,85.2
0.20908,0.00073043,17,1,1,4.5,1,High,7209,1,0.75395,3,27,101
0.14227,0.00078138,17,1,1,4.5,1,High,7209,1,0.69943,3,28,119
0.087144,0.00088223,17,1,1,4.5,1,High,7209,1,0.69937,3,29,140
0.05207,0.0010404,17,1,1,4.5,1,High,7209,1,0.66777,3,30,165
0.036925,0.0012694,17,1,1,4.5,1,High,7209,1,0.66966,3,31,195
0.039636,0.0014304,17,1,1,4.5,1,High,7209,1,0.68414,3,32,230
0.67601,0.00011473,17,2,1,4.5,1,High,7209,1,0.77939,3,1,1.36
0.63855,9.51E-05,17,2,1,4.5,1,High,7209,1,0.85052,3,2,1.6
0.61743,6.99E-05,17,2,1,4.5,1,High,7209,1,0.86308,3,3,1.89
0.66426,3.95E-05,17,2,1,4.5,1,High,7209,1,0.65979,3,4,2.23
0.73012,1.29E-05,17,2,1,4.5,1,High,7209,1,0.13821,3,5,2.63
0.82099,-1.12E-05,17,2,1,4.5,1,High,7209,1,0.15907,3,6,3.11
0.79497,-3.61E-05,17,2,1,4.5,1,High,7209,1,0.6162,3,7,3.67
0.64703,-7.01E-05,17,2,1,4.5,1,High,7209,1,0.79236,3,8,4.35
0.60312,-7.90E-05,17,2,1,4.5,1,High,7209,1,0.80389,3,9,5.11
0.79867,-4.47E-05,17,2,1,4.5,1,High,7209,1,0.67907,3,10,6.03
1.441,3.05E-05,17,2,1,4.5,1,High,7209,1,0.55703,3,11,7.11
2.5132,0.00012468,17,2,1,4.5,1,High,7209,1,0.9201,3,12,8.39
3.1794,0.00021896,17,2,1,4.5,1,High,7209,1,0.96904,3,13,9.9
2.7825,0.00031265,17,2,1,4.5,1,High,7209,1,0.97808,3,14,11.7
1.9537,0.00040624,17,2,1,4.5,1,High,7209,1,0.97293,3,15,13.8
1.2242,0.00046143,17,2,1,4.5,1,High,7209,1,0.96925,3,16,16.3
0.92217,0.00046091,17,2,1,4.5,1,High,7209,1,0.9698,3,17,19.2
0.79531,0.00047165,17,2,1,4.5,1,High,7209,1,0.97132,3,18,22.7
0.62131,0.00051132,17,2,1,4.5,1,High,7209,1,0.96773,3,19,26.7
0.57557,0.0005809,17,2,1,4.5,1,High,7209,1,0.96211,3,20,31.6
0.52184,0.00061672,17,2,1,4.5,1,High,7209,1,0.95795,3,21,37.2
0.44516,0.00062674,17,2,1,4.5,1,High,7209,1,0.94899,3,22,43.9
0.38181,0.00066226,17,2,1,4.5,1,High,7209,1,0.93645,3,23,51.9
0.34433,0.00068714,17,2,1,4.5,1,High,7209,1,0.91535,3,24,61.2
0.31532,0.00070682,17,2,1,4.5,1,High,7209,1,0.88175,3,25,72.2
0.27091,0.00072698,17,2,1,4.5,1,High,7209,1,0.82661,3,26,85.2
0.20415,0.0007534,17,2,1,4.5,1,High,7209,1,0.75901,3,27,101
0.14453,0.00083388,17,2,1,4.5,1,High,7209,1,0.76831,3,28,119
0.091171,0.0009273,17,2,1,4.5,1,High,7209,1,0.7518,3,29,140
0.052955,0.0010341,17,2,1,4.5,1,High,7209,1,0.72631,3,30,165
0.035556,0.0011867,17,2,1,4.5,1,High,7209,1,0.73827,3,31,195
0.038685,0.0013092,17,2,1,4.5,1,High,7209,1,0.78132,3,32,230
0.61545,8.71E-05,18,1,1,6.1,1,High,7209,1,0.80805,3,1,1.36
0.59383,7.60E-05,18,1,1,6.1,1,High,7209,1,0.86847,3,2,1.6
0.58973,6.16E-05,18,1,1,6.1,1,High,7209,1,0.8669,3,3,1.89
0.656,4.30E-05,18,1,1,6.1,1,High,7209,1,0.77853,3,4,2.23
0.74324,2.54E-05,18,1,1,6.1,1,High,7209,1,0.57458,3,5,2.63
0.86192,5.84E-06,18,1,1,6.1,1,High,7209,1,0.16199,3,6,3.11
0.86141,-1.82E-05,18,1,1,6.1,1,High,7209,1,0.49522,3,7,3.67
0.7287,-5.05E-05,18,1,1,6.1,1,High,7209,1,0.78008,3,8,4.35
0.68906,-5.79E-05,18,1,1,6.1,1,High,7209,1,0.77373,3,9,5.11
0.89441,-2.10E-05,18,1,1,6.1,1,High,7209,1,0.36081,3,10,6.03
1.5258,5.87E-05,18,1,1,6.1,1,High,7209,1,0.79221,3,11,7.11
2.4441,0.00014649,18,1,1,6.1,1,High,7209,1,0.92951,3,12,8.39
2.8218,0.00021371,18,1,1,6.1,1,High,7209,1,0.96432,3,13,9.9
2.2873,0.00026274,18,1,1,6.1,1,High,7209,1,0.98204,3,14,11.7
1.5047,0.00030364,18,1,1,6.1,1,High,7209,1,0.98037,3,15,13.8
0.92998,0.00032299,18,1,1,6.1,1,High,7209,1,0.9743,3,16,16.3
0.75815,0.00032839,18,1,1,6.1,1,High,7209,1,0.97833,3,17,19.2
0.71599,0.00035536,18,1,1,6.1,1,High,7209,1,0.98384,3,18,22.7
0.58527,0.00038383,18,1,1,6.1,1,High,7209,1,0.98118,3,19,26.7
0.5473,0.00041221,18,1,1,6.1,1,High,7209,1,0.97266,3,20,31.6
0.51363,0.00042625,18,1,1,6.1,1,High,7209,1,0.96448,3,21,37.2
0.47678,0.00042808,18,1,1,6.1,1,High,7209,1,0.94937,3,22,43.9
0.4229,0.0004294,18,1,1,6.1,1,High,7209,1,0.91957,3,23,51.9
0.40141,0.00043354,18,1,1,6.1,1,High,7209,1,0.87713,3,24,61.2
0.38447,0.0004416,18,1,1,6.1,1,High,7209,1,0.82013,3,25,72.2
0.34864,0.00046792,18,1,1,6.1,1,High,7209,1,0.75197,3,26,85.2
0.28021,0.00050567,18,1,1,6.1,1,High,7209,1,0.67019,3,27,101
0.2084,0.00057636,18,1,1,6.1,1,High,7209,1,0.63999,3,28,119
0.12429,0.00060773,18,1,1,6.1,1,High,7209,1,0.60052,3,29,140
0.072813,0.00069402,18,1,1,6.1,1,High,7209,1,0.57267,3,30,165
0.048037,0.00081671,18,1,1,6.1,1,High,7209,1,0.60258,3,31,195
0.048886,0.00090923,18,1,1,6.1,1,High,7209,1,0.65698,3,32,230
0.60984,9.92E-05,18,2,1,6.1,1,High,7209,1,0.86163,3,1,1.36
0.58698,8.65E-05,18,2,1,6.1,1,High,7209,1,0.90636,3,2,1.6
0.58145,7.01E-05,18,2,1,6.1,1,High,7209,1,0.89597,3,3,1.89
0.6475,4.92E-05,18,2,1,6.1,1,High,7209,1,0.811,3,4,2.23
0.73664,2.97E-05,18,2,1,6.1,1,High,7209,1,0.63096,3,5,2.63
0.86466,8.43E-06,18,2,1,6.1,1,High,7209,1,0.30567,3,6,3.11
0.88029,-1.66E-05,18,2,1,6.1,1,High,7209,1,0.48865,3,7,3.67
0.76276,-4.87E-05,18,2,1,6.1,1,High,7209,1,0.77588,3,8,4.35
0.73177,-5.14E-05,18,2,1,6.1,1,High,7209,1,0.73242,3,9,5.11
0.94204,-5.66E-06,18,2,1,6.1,1,High,7209,1,0.04316,3,10,6.03
1.5578,8.64E-05,18,2,1,6.1,1,High,7209,1,0.91663,3,11,7.11
2.416,0.00018379,18,2,1,6.1,1,High,7209,1,0.9622,3,12,8.39
2.7489,0.00025138,18,2,1,6.1,1,High,7209,1,0.9779,3,13,9.9
2.2338,0.00029136,18,2,1,6.1,1,High,7209,1,0.98674,3,14,11.7
1.486,0.00032046,18,2,1,6.1,1,High,7209,1,0.98136,3,15,13.8
0.94865,0.00033686,18,2,1,6.1,1,High,7209,1,0.97298,3,16,16.3
0.81543,0.00035601,18,2,1,6.1,1,High,7209,1,0.97514,3,17,19.2
0.81184,0.00040464,18,2,1,6.1,1,High,7209,1,0.97952,3,18,22.7
0.68579,0.0004421,18,2,1,6.1,1,High,7209,1,0.97532,3,19,26.7
0.6567,0.00047216,18,2,1,6.1,1,High,7209,1,0.96674,3,20,31.6
0.62887,0.00049058,18,2,1,6.1,1,High,7209,1,0.96018,3,21,37.2
0.59469,0.00049436,18,2,1,6.1,1,High,7209,1,0.94804,3,22,43.9
0.52567,0.00048612,18,2,1,6.1,1,High,7209,1,0.92293,3,23,51.9
0.49683,0.00048361,18,2,1,6.1,1,High,7209,1,0.88768,3,24,61.2
0.46813,0.00048212,18,2,1,6.1,1,High,7209,1,0.83674,3,25,72.2
0.41835,0.00050247,18,2,1,6.1,1,High,7209,1,0.77343,3,26,85.2
0.32775,0.0005255,18,2,1,6.1,1,High,7209,1,0.69187,3,27,101
0.2349,0.00056404,18,2,1,6.1,1,High,7209,1,0.62105,3,28,119
0.14671,0.00061792,18,2,1,6.1,1,High,7209,1,0.58308,3,29,140
0.088182,0.0007129,18,2,1,6.1,1,High,7209,1,0.57333,3,30,165
